ID,iTree Common Name,iTree Botantical Name,iTree#,iTree Text,DBH,Address,CONDITION,MAINTPRIM,DEFECT,OHUTIL,SEWERVENT,WATERGAS,GSLENGTH,GSWIDTH,NOTES,Planted Date,Site Usage,Quadrant,Management Designation,In the CEJA?,LATITUDE,LONGITUDE,Native or Cultivated,Native Locale,Size Category,Shape or Form,Height (ft),Spread (ft),Growth Rate,Invasiveness,Wildlife,Leaf Description,Fall Color,Bark Color and Texture,Flower Description,Flower Color,Flower Fragrance,"Fruit, Nut, and Seed Descriptions",Plant Care,"Disease, Pests, and Problems",Shape or Form,OPAL Overall,OPAL F,OPAL M,CARE-S Allergy Potential,CARE-S Pollen Transport Mechanisms,CARE-S Pollen Production Amounts,Drough Resistance,Salt Tolerance,Bare Root Transplanting ,Required Soil Volumet,Invasiveness,Soil Preference,Light Exposure,Family (English),Family (Botanic),Suggested Frequency of Planting,Size Category,Native or Cultivated
9909,Norway maple,Acer platanoides,1676,ACPL,14,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,DBH estimated; in dog park,,Tree,NWQ,Park,No,40.04471071,-76.32109759,Non-native,"Europe, Western Asia",Medium,"Broad, rounded crown",40-60,35-50,Fast,High,Provides habitat and food for various bird species,"Leaves are opposite, simple, 4-7 inches long, 5-lobed; dark green; yellow fall color",Yellow,"Gray-brown bark, becoming furrowed with age",Inconspicuous; small yellow-green flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,Susceptible to tar spot and leaf scorch; shallow roots can disrupt pavements,"Broad, rounded crown",8,0,0,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Moderate,Somewhat tolerant,Medium,30,High,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Medium,Non-native
9910,Northern red oak,Quercus rubra,4970,QURU,31,901 BUCHANAN AVE,Fair,Prune,Broken and/or hanging branches,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04395963,-76.32159294,0,Eastern and Central North America,0,Rounded to broad-spreading crown,0,0,Fast,0,Acorns are a valuable food source for wildlife,"5-9 inches long; 7-11 lobes with bristle tips; dark green above, pale below",0,Dark brown to black; shallowly furrowed with flat ridges,Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap covers about one-fourth of the nut",Not Fragrant,Susceptible to oak wilt and other diseases; monitor for pests,Rounded to broad-spreading crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,0,0,0
9912,American elm,Ulmus americana,5903,ULAM,6,901 BUCHANAN AVE,Good,Train,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04384456,-76.32256749,nativar,Eastern North America,Large,Vase-shaped with arching branches,60-70,50-60,Fast,Little,Seeds are a food source for birds and small mammals,"3-6 inches long; oval to oblong with serrated margins; dark green above, paler below; turns yellow in fall",Yellow,"Dark gray, deeply furrowed bark","Inconspicuous; small, clustered flowers",Inconspicuous,Not Fragrant,"Samaras, 0.5 inches long; winged seeds",Not Fragrant,Highly susceptible to Dutch elm disease; monitor for elm leaf beetle and other pests,Vase-shaped with arching branches,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Easy,50,Little,"Moist, well-drained soils",Full sun to partial shade,Elm,Ulmaceae,Sparingly,Large,nativar
9913,Green ash,Fraxinus pennsylvanica,3394,FRPE,30,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0445618,-76.32216722,Native to North America,0,Large,0,50-80,40-50,0,Medium,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Tolerant,High,50,Medium,0,0,0,0,Frequently,Large,Native to North America
9918,Red maple,Acer rubrum,1678,ACRU,8,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04540308,-76.32166876,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
9919,"Tree, Unknown",Unknown Tree,80000,UNKN,27,901 BUCHANAN AVE,Dead,Remove,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04403611,-76.32156307,N/A,0,N/A,0,N/A,N/A,0,N/A,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0,Not Applicable,Not Applicable,N/A,N/A,N/A
9920,Snowdrop tree,Halesia carolina,3509,HACA,8,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04378925,-76.32249222,Native,0,Medium,0,20-40,20-35,0,Little,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Difficult,50,Little,0,0,0,0,Sparingly,Medium,Native
9923,Norway maple,Acer platanoides,1676,ACPL,17,901 BUCHANAN AVE,Good,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04450294,-76.32201881,Non-native,"Europe, Western Asia",Medium,"Broad, rounded crown",40-60,35-50,Fast,High,Provides habitat and food for various bird species,"Leaves are opposite, simple, 4-7 inches long, 5-lobed; dark green; yellow fall color",Yellow,"Gray-brown bark, becoming furrowed with age",Inconspicuous; small yellow-green flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,Susceptible to tar spot and leaf scorch; shallow roots can disrupt pavements,"Broad, rounded crown",8,0,0,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Moderate,Somewhat tolerant,Medium,30,High,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Medium,Non-native
9924,Sawtooth oak,Quercus acutissima,4821,QUAC,2,901 BUCHANAN AVE,Good,Train,None,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04484897,-76.32096169,Non-native,0,Medium,0,40-60,40-60,0,Medium,0,0,"Yellow, Brown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Somewhat tolerant,Medium,50,Medium,0,0,Beech,Fagaceae,Sparingly,Medium,Non-native
9928,Sawtooth oak,Quercus acutissima,4821,QUAC,8,901 BUCHANAN AVE,Good,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04537906,-76.3217308,Non-native,0,Medium,0,40-60,40-60,0,Medium,0,0,"Yellow, Brown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Somewhat tolerant,Medium,50,Medium,0,0,Beech,Fagaceae,Sparingly,Medium,Non-native
9929,Flowering dogwood,Cornus florida,2573,COFL,9,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04374546,-76.32241094,Non-native,Hybrid (C. florida � C. kousa),Small,"Multi-stemmed, round form",15-25,15-25,Moderate,None,Attracts birds and insect pollinators,"Opposite, simple leaves; characteristics intermediate between parents",Purple,Not specified,Four white or pink bracts with true flowers clustered at the center,Pink,Not Fragrant,Clusters of bright red fruit ripen in fall,Not Fragrant,Resistant to dogwood borer and anthracnose; may be difficult to find in nurseries,"Multi-stemmed, round form",5,0,0,0,Insect Pollination and Wind Pollination,Medium Pollen Production,Poor,Poor,Difficult,50,None,"Acidic, moist, well-drained soil",Full sun to partial shade,Dogwood,Cornaceae,Sparingly,Small,Non-native
9930,London planetree,Platanus x hybrida,4563,PLAC,6,901 BUCHANAN AVE,Good,Routine Prune,Root problems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04410944,-76.32154762,Non-native,Hybrid origin (P. occidentalis � P. orientalis),Large,"Broad, rounded crown",70-100,50-70,Fast,Little,Provides habitat and food for various bird species,"Leaves are alternate, simple, 5-9 inches long, palmately lobed with 3-5 lobes; medium to dark green; yellow-brown fall color",Yellow,"Mottled bark with patches of white, gray, and green; exfoliates to reveal creamy inner bark",Inconspicuous; small greenish flowers in clusters,Green,Not Fragrant,"Spherical fruit clusters (1 inch diameter) composed of multiple achenes, persisting into winter",Not Fragrant,Susceptible to anthracnose and powdery mildew; resistant cultivars like EXCLAMATION!� are available,"Broad, rounded crown",No Data,No Data,No Data,4,Primarily Wind Pollination,High Pollen Production,High,Poor,Easy,50,Little,"Prefers moist, well-drained soils; tolerates urban conditions and pollution",Full sun,Plane,Platanaceae,Moderately,Large,Non-native
9933,Sweetgum,Liquidambar styraciflua,3850,LIST,6,901 BUCHANAN AVE,Fair,Train,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04444271,-76.32194907,Native,"Eastern United States, Mexico, Central America",Large,"Pyramidal when young, becoming oval to rounded with age",60-100,35-50,Medium to fast,Little,Provides habitat and food for various bird species and mammals,"Star-shaped leaves with 5-7 lobes; glossy green in summer, turning yellow, orange, red, or purple in fall","Yellow, Orange, Red, Burgundy",Gray-brown bark with corky ridges,Inconspicuous yellow-green flowers in spring,Green-Yellow,Not Fragrant,"Spherical, spiky fruiting clusters (gumballs) containing seeds, maturing in fall",Not Fragrant,"Susceptible to leaf spot, canker, and webworms; fruit can be a litter issue","Pyramidal when young, becoming oval to rounded with age",7,0,0,Further investigations are needed,Primarily Wind Pollination,Medium Pollen Production,Moderate,Moderate,Difficult,50,Little,"Prefers moist, well-drained, acidic soils; tolerates clay soils",Full sun,Altingiaceae,Altingiaceae,Moderately,Large,Native
9934,Red maple,Acer rubrum,1678,ACRU,13,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04483802,-76.32085798,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
9938,Horse chestnut,Aesculus hippocastanum,1710,AEHI,6,901 BUCHANAN AVE,Fair,Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0453223,-76.32168445,Non-native,0,Large,0,50-75,50-60,0,Little,0,0,"Yellow, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Moderate,Moderately difficult,50,Little,0,0,0,0,Sparingly,Large,Non-native
9939,American elm,Ulmus americana,5903,ULAM,8,901 BUCHANAN AVE,Fair,Prune,Root problems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04382958,-76.32242147,nativar,Eastern North America,Large,Vase-shaped with arching branches,60-70,50-60,Fast,Little,Seeds are a food source for birds and small mammals,"3-6 inches long; oval to oblong with serrated margins; dark green above, paler below; turns yellow in fall",Yellow,"Dark gray, deeply furrowed bark","Inconspicuous; small, clustered flowers",Inconspicuous,Not Fragrant,"Samaras, 0.5 inches long; winged seeds",Not Fragrant,Highly susceptible to Dutch elm disease; monitor for elm leaf beetle and other pests,Vase-shaped with arching branches,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Easy,50,Little,"Moist, well-drained soils",Full sun to partial shade,Elm,Ulmaceae,Sparingly,Large,nativar
9940,London planetree,Platanus x hybrida,4563,PLAC,7,901 BUCHANAN AVE,Good,Routine Prune,Root problems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04417488,-76.32153526,Non-native,Hybrid origin (P. occidentalis � P. orientalis),Large,"Broad, rounded crown",70-100,50-70,Fast,Little,Provides habitat and food for various bird species,"Leaves are alternate, simple, 5-9 inches long, palmately lobed with 3-5 lobes; medium to dark green; yellow-brown fall color",Yellow,"Mottled bark with patches of white, gray, and green; exfoliates to reveal creamy inner bark",Inconspicuous; small greenish flowers in clusters,Green,Not Fragrant,"Spherical fruit clusters (1 inch diameter) composed of multiple achenes, persisting into winter",Not Fragrant,Susceptible to anthracnose and powdery mildew; resistant cultivars like EXCLAMATION!� are available,"Broad, rounded crown",No Data,No Data,No Data,4,Primarily Wind Pollination,High Pollen Production,High,Poor,Easy,50,Little,"Prefers moist, well-drained soils; tolerates urban conditions and pollution",Full sun,Plane,Platanaceae,Moderately,Large,Non-native
9943,Norway maple,Acer platanoides,1676,ACPL,15,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04439753,-76.32201881,Non-native,"Europe, Western Asia",Medium,"Broad, rounded crown",40-60,35-50,Fast,High,Provides habitat and food for various bird species,"Leaves are opposite, simple, 4-7 inches long, 5-lobed; dark green; yellow fall color",Yellow,"Gray-brown bark, becoming furrowed with age",Inconspicuous; small yellow-green flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,Susceptible to tar spot and leaf scorch; shallow roots can disrupt pavements,"Broad, rounded crown",8,0,0,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Moderate,Somewhat tolerant,Medium,30,High,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Medium,Non-native
9944,Ginkgo,Ginkgo biloba,3452,GIBI,33,901 BUCHANAN AVE,Fair,Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04478189,-76.32077751,Non-native,China,Large,"Pyramidal when young, becoming broad and spreading with age",40-60,20-30,Slow to medium,Little,Provides habitat for various bird species; seeds consumed by wildlife,"Leaves are fan-shaped, 2-3 inches wide, often with a central notch; bright green, turning vibrant yellow in fall",Yellow,"Light gray to brown bark, becoming furrowed with age","Inconspicuous; male trees produce catkins, female trees produce ovules",Inconspicuous,Not Fragrant,Fleshy seeds with a strong odor on female trees; often avoided in landscape plantings,Not Fragrant,Generally free of serious pests and diseases; resistant to air pollution,"Pyramidal when young, becoming broad and spreading with age",0,2,7,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Difficult,50,Little,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun,Ginkgo,Ginkgoaceae,Moderately,Large,Non-native
9947,Northern red oak,Quercus rubra,4970,QURU,7,901 BUCHANAN AVE,Good,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04545221,-76.32170085,0,Eastern and Central North America,0,Rounded to broad-spreading crown,0,0,Fast,0,Acorns are a valuable food source for wildlife,"5-9 inches long; 7-11 lobes with bristle tips; dark green above, pale below",0,Dark brown to black; shallowly furrowed with flat ridges,Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap covers about one-fourth of the nut",Not Fragrant,Susceptible to oak wilt and other diseases; monitor for pests,Rounded to broad-spreading crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,0,0,0
9949,Higan cherry,Prunus subhirtella,4731,PRSU,21,901 BUCHANAN AVE,Fair,Prune,Tree architecture,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04380423,-76.32233718,Non-native,0,Medium,0,25-35,25-35,0,Little,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Difficult,50,Little,0,0,Rose,Rosaceae,Sparingly,Medium,Non-native
9950,Northern red oak,Quercus rubra,4970,QURU,37,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04437752,-76.32148891,0,Eastern and Central North America,0,Rounded to broad-spreading crown,0,0,Fast,0,Acorns are a valuable food source for wildlife,"5-9 inches long; 7-11 lobes with bristle tips; dark green above, pale below",0,Dark brown to black; shallowly furrowed with flat ridges,Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap covers about one-fourth of the nut",Not Fragrant,Susceptible to oak wilt and other diseases; monitor for pests,Rounded to broad-spreading crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,0,0,0
9953,Sugar maple,Acer saccharum,1680,ACSA2,24,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04439343,-76.3221547,nativar,Eastern North America,Large,"Dense, rounded crown",45-50,6-10,Medium,Little,Provides habitat and food for various bird species; source of maple syrup,"Leaves are opposite, simple, 3-6 inches long, with 5 lobes; dark green above, paler below; brilliant yellow to burnt-orange fall color","Yellow, Red","Gray-brown bark, becoming deeply furrowed with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,"Susceptible to leaf scorch, tar spot, and verticillium wilt; sensitive to road salt","Dense, rounded crown",0,1,10,1,Primarily Wind Pollination,Reduced Pollen Production,Moderate,Poor,Easy,30,Little,"Prefers moist, well-drained soils; intolerant of compacted soils and pollution",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Large,nativar
9954,Rose-of-sharon,Hibiscus syriacus,3574,HISY,2,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,2 stems,,Tree,NWQ,Park,No,40.04484212,-76.32091162,Non-native,0,Small,0,8-12,6-10,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Somewhat tolerant,No Information,50,Low,0,0,0,0,Sparingly,Small,Non-native
9958,Northern red oak,Quercus rubra,4970,QURU,11,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04552153,-76.32165664,0,Eastern and Central North America,0,Rounded to broad-spreading crown,0,0,Fast,0,Acorns are a valuable food source for wildlife,"5-9 inches long; 7-11 lobes with bristle tips; dark green above, pale below",0,Dark brown to black; shallowly furrowed with flat ridges,Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap covers about one-fourth of the nut",Not Fragrant,Susceptible to oak wilt and other diseases; monitor for pests,Rounded to broad-spreading crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,0,0,0
9959,Ginkgo,Ginkgo biloba,3452,GIBI,27,901 BUCHANAN AVE,Fair,Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04378694,-76.3222589,Non-native,China,Large,"Pyramidal when young, becoming broad and spreading with age",40-60,20-30,Slow to medium,Little,Provides habitat for various bird species; seeds consumed by wildlife,"Leaves are fan-shaped, 2-3 inches wide, often with a central notch; bright green, turning vibrant yellow in fall",Yellow,"Light gray to brown bark, becoming furrowed with age","Inconspicuous; male trees produce catkins, female trees produce ovules",Inconspicuous,Not Fragrant,Fleshy seeds with a strong odor on female trees; often avoided in landscape plantings,Not Fragrant,Generally free of serious pests and diseases; resistant to air pollution,"Pyramidal when young, becoming broad and spreading with age",0,2,7,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Difficult,50,Little,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun,Ginkgo,Ginkgoaceae,Moderately,Large,Non-native
9960,Common lilac,Syringa vulgaris,5764,SYVU,14,901 BUCHANAN AVE,Fair,Routine Prune,Tree architecture,No,No,No,0,0,2 stems,,Tree,NWQ,Park,No,40.04413388,-76.32145286,Non-native,0,Small,0,12-15,10-12,0,Low,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Somewhat tolerant,Medium,50,Low,0,0,0,0,Sparingly,Small,Non-native
9961,Ginkgo,Ginkgo biloba,3452,GIBI,7,901 BUCHANAN AVE,Good,Routine Prune,Tree architecture,No,No,No,0,0,leaning,,Tree,NWQ,Park,No,40.04444544,-76.3222906,Non-native,China,Large,"Pyramidal when young, becoming broad and spreading with age",40-60,20-30,Slow to medium,Little,Provides habitat for various bird species; seeds consumed by wildlife,"Leaves are fan-shaped, 2-3 inches wide, often with a central notch; bright green, turning vibrant yellow in fall",Yellow,"Light gray to brown bark, becoming furrowed with age","Inconspicuous; male trees produce catkins, female trees produce ovules",Inconspicuous,Not Fragrant,Fleshy seeds with a strong odor on female trees; often avoided in landscape plantings,Not Fragrant,Generally free of serious pests and diseases; resistant to air pollution,"Pyramidal when young, becoming broad and spreading with age",0,2,7,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Difficult,50,Little,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun,Ginkgo,Ginkgoaceae,Moderately,Large,Non-native
9964,Rose-of-sharon,Hibiscus syriacus,3574,HISY,4,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,3 stems,,Tree,NWQ,Park,No,40.04488712,-76.32092106,Non-native,0,Small,0,8-12,6-10,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Somewhat tolerant,No Information,50,Low,0,0,0,0,Sparingly,Small,Non-native
9966,European hornbeam,Carpinus betulus,2175,CABE,6,901 BUCHANAN AVE,Good,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04545166,-76.32160174,Non-native,"Europe, Western Asia",Large,"Dense, oval to rounded crown; can be pruned into formal shapes",40-60,30-40,Slow to medium,Little,Provides habitat and food for various bird species,"Ovate to elliptical leaves, 2-5 inches long, with doubly serrated margins; dark green in summer, turning yellow in fall",Yellow,"Slate-gray, smooth to fluted bark",Inconspicuous; male and female catkins present,Inconspicuous,Not Fragrant,"Small nutlets attached to a three-lobed bract, clustered in hanging structures",Not Fragrant,Generally free of serious pests and diseases; monitor for leaf spots and cankers,"Dense, oval to rounded crown; can be pruned into formal shapes",No Data,No Data,No Data,2,Primarily Wind Pollination,Medium Pollen Production,High,Poor,Difficult,50,Little,"Prefers moist, well-drained soils; tolerates clay and compacted soils",Full sun to partial shade,Birch,Betulaceae,Moderately,Large,Non-native
9968,Green ash,Fraxinus pennsylvanica,3394,FRPE,48,901 BUCHANAN AVE,Poor,Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04372817,-76.32214901,Native to North America,0,Large,0,50-80,40-50,0,Medium,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Tolerant,High,50,Medium,0,0,0,0,Frequently,Large,Native to North America
9970,American elm,Ulmus americana,5903,ULAM,9,901 BUCHANAN AVE,Good,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04428053,-76.32137253,nativar,Eastern North America,Large,Vase-shaped with arching branches,60-70,50-60,Fast,Little,Seeds are a food source for birds and small mammals,"3-6 inches long; oval to oblong with serrated margins; dark green above, paler below; turns yellow in fall",Yellow,"Dark gray, deeply furrowed bark","Inconspicuous; small, clustered flowers",Inconspicuous,Not Fragrant,"Samaras, 0.5 inches long; winged seeds",Not Fragrant,Highly susceptible to Dutch elm disease; monitor for elm leaf beetle and other pests,Vase-shaped with arching branches,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Easy,50,Little,"Moist, well-drained soils",Full sun to partial shade,Elm,Ulmaceae,Sparingly,Large,nativar
9971,Rose-of-sharon,Hibiscus syriacus,3574,HISY,2,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,15 stems,,Tree,NWQ,Park,No,40.04490077,-76.32089182,Non-native,0,Small,0,8-12,6-10,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Somewhat tolerant,No Information,50,Low,0,0,0,0,Sparingly,Small,Non-native
9973,Sugar maple,Acer saccharum,1680,ACSA2,27,901 BUCHANAN AVE,Poor,Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04447419,-76.32213861,nativar,Eastern North America,Large,"Dense, rounded crown",45-50,6-10,Medium,Little,Provides habitat and food for various bird species; source of maple syrup,"Leaves are opposite, simple, 3-6 inches long, with 5 lobes; dark green above, paler below; brilliant yellow to burnt-orange fall color","Yellow, Red","Gray-brown bark, becoming deeply furrowed with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,"Susceptible to leaf scorch, tar spot, and verticillium wilt; sensitive to road salt","Dense, rounded crown",0,1,10,1,Primarily Wind Pollination,Reduced Pollen Production,Moderate,Poor,Easy,30,Little,"Prefers moist, well-drained soils; intolerant of compacted soils and pollution",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Large,nativar
9976,Katsura tree,Cercidiphyllum japonicum,2310,CEJA,7,901 BUCHANAN AVE,Good,Prune,Weakly attached branches and codominant stems,No,No,No,0,0,SLF,,Tree,NWQ,Park,No,40.04541564,-76.32156323,Non-native,0,Large,0,40-60,35-60,0,Little,0,0,"Yellow, Yellow-peach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Moderately Difficult,50,Little,0,0,0,0,Sparingly,Large,Non-native
9978,Red maple,Acer rubrum,1678,ACRU,5,901 BUCHANAN AVE,Good,Train,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0442419,-76.32131794,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
9979,Japanese maple,Acer palmatum,1674,ACPA,5,901 BUCHANAN AVE,Good,Train,None,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04371434,-76.32199397,Non-native,"Japan, Korea, China",Small,Rounded to spreading crown,15-25,15-25,Slow to medium,Low,Provides habitat and food for various bird species,"Leaves are opposite, simple, 2-5 inches long, deeply lobed with 5-9 lobes; various colors depending on cultivar; excellent fall color","Red, Orange","Smooth, gray bark",Inconspicuous; small reddish flowers in clusters,Red,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,"Susceptible to leaf scorch in hot, dry conditions; monitor for pests",Rounded to spreading crown,0,1,10,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Low,Not tolerant,Medium,30,Low,"Prefers moist, well-drained soils; sensitive to drought and heat",Partial shade to full sun,Soapberry,Sapindaceae,Sparingly,Small,Non-native
9982,Lily Magnolia,Magnolia liliiflora,7163,MAKO,16,901 BUCHANAN AVE,Fair,Routine Prune,Broken and/or hanging branches,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04453032,-76.32170946,0,Southwest China,0,Rounded to broad-spreading form,0,0,Slow to medium,0,Attracts pollinators; provides early spring nectar source,"Broad, ovate leaves, 4-6 inches long; medium to dark green; yellow-brown fall color",0,"Smooth, gray bark","Large, tulip-shaped flowers, 4-6 inches in diameter; deep purple to reddish-purple, blooming in early spring before leaf emergence",Purple,Fragrant,"Cone-like fruiting structures containing reddish seeds, maturing in late summer",Fragrant,Susceptible to scale insects and frost damage to early blooms,Rounded to broad-spreading form,5,0,0,0,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained, acidic soils; adaptable to various soil types",Full sun to partial shade,Magnolia,Magnoliaceae,0,0,0
